time,aso_mean_bins_mm,BCB,BGP,BSH,CHM,DAN,DPO,GEM,GRM,GRV,HNT,KSP,KUB,KUP,LLE,MHP,PSR,RCK,SLK,STL,STR,SWM,TMR,TNY,TUM,UBC,VLC,WWC
2017-01-29,544.5812777040394,1688.0839999999996,570.992,623.316,819.9119999999999,867.6639999999999,945.388,648.97,969.264,619.9348483064767,563.8799999999999,1152.1439999999998,863.9244178716842,602.4949867318999,1562.1,1091.184,746.76,1128.014,585.216,970.28,974.8821117411188,584.962,710.1840000000001,1051.306,736.092,1122.934,992.378,1112.52
2017-03-09,844.9927911361384,2393.95,1071.372,887.73,1261.8719999999998,1248.6639999999998,964.946,1052.068,1438.656,1098.0547656481356,853.4399999999999,1727.1999999999998,1496.1903911140269,883.7283574526208,2547.62,1664.208,1088.136,1653.794,883.92,1533.398,1648.232755263285,848.8679999999999,1255.7759999999998,1667.51,1143.0,1411.986,1414.018,1631.188
2017-04-02,770.5178933660565,2409.4439999999995,1116.584,901.192,1197.8639999999998,1200.4039999999998,737.362,1122.172,1402.08,977.6067082761033,743.712,1734.312,1536.6554879150424,696.615586672541,2720.34,1786.1279999999997,819.9119999999999,1689.6079999999995,859.5360000000001,1639.062,1684.6013264412134,824.9919999999998,1115.568,1659.3819999999998,1094.232,1407.16,1413.5099999999998,1613.154
2017-04-30,826.4941846113117,2266.946170494339,1060.958,825.5,1036.32,1244.6,515.112,1234.44,1239.52,648.7087718439219,390.144,1755.648,1467.5289884142137,374.85025975876044,3086.1,2039.112,347.472,1264.158,798.5759999999999,1772.6660000000002,1604.8466801319926,881.634,765.048,1471.93,1024.128,1625.6,1447.2919999999997,1526.794
2017-06-06,416.8563987163572,862.3957119944923,34.798,0.0,6.096,705.104,0.0,929.64,0.0,0.0,0.0,856.4879999999999,190.40620602248825,0.0,2534.92,1310.64,0.0,0.0,15.239999999999998,381.254,0.0,23.876,0.0,367.284,0.0,629.6659999999999,876.3,451.104
2017-07-09,101.87154314406637,12.034825686979673,0.0,0.0,0.0,0.0,0.0,121.92,0.0,0.0,0.0,0.0,0.0,0.0,1430.0199999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-23,240.82846481609343,809.7214792218633,107.95,289.814,112.776,381.0,0.0,408.94,0.0,0.0,48.768,493.776,206.3316842867906,13.382368818975564,1247.14,670.56,0.0,0.0,179.832,281.93999999999994,414.7819999999999,202.692,12.192,414.02,112.776,486.156,562.864,298.958
2018-06-01,71.48548880747862,40.828902502572205,0.0,34.798,0.0,24.70280657568656,0.0,168.148,0.0,0.0,0.0,0.0,0.0,0.0,568.9599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.128,0.0
2019-06-09,300.7247099460856,0.0,279.65399999999994,343.7329128575163,460.248,85.852,0.0,588.518,0.0,0.0,0.0,348.488,403.81188387608006,0.0,1986.28,978.408,0.0,0.0,37.084,829.8180000000001,507.238,74.67599999999999,0.0,186.436,0.0,963.168,708.66,370.078
2019-07-04,108.72833763241591,0.0,0.0,3.8044443905058642,0.0,0.0,0.0,59.182,0.0,0.0,0.0,0.0,0.0,0.0,1155.7,73.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-14,67.48655940425806,31.179215651146592,0.0,5.916926631812448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-04,149.1217327568627,380.746,141.9268015702726,194.67946445137957,291.846,238.506,0.0,308.864,0.0,0.0,4.064,125.222,147.31999999999996,0.0,833.1199999999999,460.248,0.0,0.0,45.72,168.148,267.208,111.76,0.0,231.14,0.0,432.562,330.45399999999995,0.0
2020-05-23,85.34905748129809,164.846,0.0,17.34914048358248,0.0,0.0,0.0,179.57799999999995,0.0,0.0,0.0,6.096,0.0,0.0,665.4799999999999,185.928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.95,5.08,0.0
2020-06-08,27.9304428487355,0.0,0.0,3.8044443905058642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-27,182.7228755317208,325.628,184.60917964574895,200.02641015456652,539.496,331.72400000000005,228.6,266.5985699577468,303.53,323.088,329.692,344.42400000000004,206.248,218.694,741.68,411.734,471.17,176.276,166.624,272.54200000000003,604.52,164.846,243.84,448.818,232.918,364.49,328.676,280.92400000000004
2021-04-01,162.75817973504294,352.29799999999994,228.09222555708814,223.2418212738429,606.552,382.778,218.44,470.6311287962751,88.89999999999999,292.608,360.172,341.376,268.986,200.914,929.64,683.26,428.498,128.26999999999998,187.96,336.54999999999995,659.384,208.28,259.08,457.2,237.998,455.93,373.634,309.0079909751521
2021-05-03,44.79639207990927,170.688,33.24602573656996,129.7724944900428,60.96,158.496,0.0,350.6985600254046,0.0,0.0,0.0,0.0,0.0,0.0,810.26,496.062,0.0,0.0,0.0,0.254,107.696,12.7,0.0,54.864,0.0,196.342,239.268,0.0
2022-02-07,193.784635639335,470.408,305.56199999999995,354.076,557.784,520.6999999999999,458.724,552.1959999999999,511.8754699951437,388.112,313.944,460.248,238.76,331.47,955.04,718.9759762292077,370.84,241.3,238.76,214.8144548797597,520.192,277.368,307.848,446.5319999999999,371.348,503.682,501.56122125474934,323.85
2022-04-17,114.08807424950898,422.40199999999993,47.498,212.852,289.56,269.23999999999995,45.212,549.6560000000001,38.861590714815335,14.61286757340475,9.144,128.016,16.256,0.0,1043.94,673.2854845684412,0.0,0.0,71.11999999999999,161.798,312.67400000000004,123.698,30.48,249.174,29.21,326.898,317.18891003564624,119.92671524257264
2022-04-30,107.15474148262896,412.242,0.0,113.53799999999998,152.39999999999998,272.288,5.588,576.326,0.0,0.0,0.0,12.192,0.0,0.0,1112.52,700.6965912332435,0.0,0.0,0.0,0.0,291.59200000000004,0.0,0.0,169.16400000000002,5.08,282.194,241.6528976064422,17.250481298196554
2023-01-24,787.5402032792281,853.186,859.2819999999999,515.8093403053388,1185.6719999999998,836.168,903.986,1147.572,929.132,923.544,622.5540000000001,1048.512,1112.774,713.8796736039969,1628.1399999999996,1490.472,923.544,628.1419999999999,644.398,1168.6539999999998,1213.104,683.26,813.816,1044.448,766.064,1005.078,869.4419999999999,1041.908
2023-03-18,1119.9461928970331,1831.8077660631484,1440.434,865.6554317189131,2215.896,1486.662,1446.022,1493.732311464277,1719.072,1472.184,1127.0008122016184,1859.28,1890.522,1197.8532199285676,2717.8,2246.376,1572.768,1006.856,915.6699999999998,1835.404,2143.76,1330.198,1374.648,1680.4639999999995,1189.736,1691.1319999999998,1413.764,1720.85
2023-04-15,1198.1332083558425,2249.4665299562143,1641.0939999999998,982.7484336404581,2282.952,1501.14,1583.944,1215.160512721936,1822.704,1612.3919999999998,1280.505803073026,1972.056,2151.126,1221.994,2979.42,1904.3383058325905,1636.7759999999998,1092.962,1028.446,2095.8065607302624,2156.46,1435.1,1575.8159999999998,2031.238,1151.3819999999998,1895.348,1569.466,1863.1548528274839
2023-05-24,688.8263951745332,1354.975230413984,1048.004,685.4169844414854,1459.992,1093.9779999999998,1205.484,896.8279998242838,606.0439999999999,360.68,468.15888629818653,1533.1439999999998,1395.73,0.0,2707.6399999999994,1413.650944731478,344.42400000000004,344.932,668.7819999999999,1416.1503103469495,1510.538,420.624,554.736,1194.562,464.312,1904.746,1144.7779999999998,1427.473012439126
2023-06-25,318.4586268455943,186.91676234201228,89.154,189.49053642770156,420.624,148.844,0.0,295.0018441159347,0.0,0.0,29.508335234868134,703.834,0.0,0.0,1991.36,466.795930711198,0.0,0.0,22.606,219.06782719881733,0.0,0.0,0.0,50.8,0.0,152.39999999999998,364.998,608.4197145204062
2024-01-29,122.17993449414526,217.17,58.42,119.888,152.39999999999998,300.736,80.96579120397448,234.27933666755075,172.974,117.11608786684947,190.5,228.6,95.52408249014175,80.264,558.8,329.438,143.256,82.55,68.58,139.7,226.822,63.5,140.20799999999997,217.424,186.69,195.64586987866684,185.137113921548,196.088
2024-02-25,284.54011741682973,562.356,304.79999999999995,359.91799999999995,521.208,579.882,378.2214494404972,487.6392730717371,506.2219999999999,377.952,468.122,601.472,561.34,287.528,911.86,675.64,408.686,208.534,199.644,471.424,533.6540000000001,236.22000000000003,564.388,465.328,314.452,487.38587794793034,493.46559299895983,589.2799999999999
2024-03-26,340.4656738230591,626.872,454.66,520.192,740.664,744.982,532.441077918901,661.8813152686232,418.3379999999999,607.06,575.31,760.984,685.5459999999998,380.746,1397.0,914.4,522.986,243.84,303.276,635.0,894.8419999999999,356.362,738.1239999999999,632.4599999999999,377.19,633.4039893740598,665.6723583030856,698.0507418879182
2024-04-30,300.8213498642301,876.3,341.63,415.798,699.7489661454356,508.254,551.1530417404981,689.4982715751313,0.0,423.672,342.9,445.516,662.9399999999999,26.162000000000003,1546.86,981.456,246.38,2.286,205.74,458.47,790.956,258.064,518.668,604.7739999999999,79.756,497.26551761223084,526.6366381165329,523.24
2024-05-21,162.0448845687382,370.332,7.619999999999999,371.856,316.45516799924405,161.29,161.74398512026931,551.3069288146246,0.0,0.0,0.0,0.0,250.698,0.0,1300.48,618.998,0.0,0.0,0.0,27.94,288.03599999999994,0.0,0.0,0.0,0.0,56.44666232263137,205.73700817530096,0.0
2024-06-29,17.279164818240034,0.0,0.0,13.77511266056834,26.51198276770907,0.0,14.972642284587234,19.89210809752831,0.0,0.0,0.0,0.0,3.8868773595792705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.89725851280565,25.687360435192865,0.0
